text,intent,split
what are the fees for using my card in toronto,international_fees,train
do i incur extra fees if i use my card in london,international_fees,train
do travelers to egypt get hit with transaction fees if they're using a mastercard,international_fees,train
do i have to pay amex transaction fees in brazil,international_fees,train
if i use my card in denver will i get charged extra,international_fees,train
are there fees for using my card in tampa,international_fees,train
will my discover card ding me with transaction fees if i'm in aruba,international_fees,train
does bank of america charge transaction fees if you use it in canada,international_fees,train
will i pay extra if i use my card in juarez,international_fees,train
are there transaction fees for my visa if i'm in russia,international_fees,train
what is the surcharge for using my card in italy while i visit,international_fees,train
for my card is there a extra card while i'm staying in italy,international_fees,train
is there a surcharge for using my card in italy while i'm there,international_fees,train
will i get charged extra if i use my card while in italy,international_fees,train
how much is the charge of using my card in italy during my stay there,international_fees,train
what are the international transaction fees on my amex,international_fees,train
give me a list of international transaction fees for my amex,international_fees,train
what kind of international transaction fees are related to my amex,international_fees,train
will my amex institute international transaction fees on a charge,international_fees,train
can i see all the international transaction fees on my amex,international_fees,train
what are the fees to use my card in nigeria,international_fees,train
what are the foreign transaction fees for cuba,international_fees,train
what additional fees do you charge if i use my card in lisbon,international_fees,train
how much are the foreign transaction fees in brisbane,international_fees,train
what fees are charged if i use something in paris,international_fees,train
does visa charge transaction fees in the uk,international_fees,train
i need to know if there are transaction fees for my visa card in canada,international_fees,train
does american express charge transaction fees for iceland,international_fees,train
are there transaction fees charged to my discover card in japan,international_fees,train
are transaction fees charged for my aaa card in canada,international_fees,train
"when i am in spain using my cmaden card, is there any transaction fee",international_fees,train
what are the transaction fee using our card in florence if any,international_fees,train
tell me if there is any transaction fee using royal card in europe,international_fees,train
are there any transaction fee if i use my boston private card in scotland,international_fees,train
i want to know if there is any transaction fee using washington federal card when i am in canada,international_fees,train
"how much is the atm fee for my boa card in orlando, fl",international_fees,train
"what's the transaction fee for my boa card in orlando, fl",international_fees,train
"if i use my card in mexico, will there be added fees",international_fees,train
are there extra charges for using my card in mexico,international_fees,train
"what, if any, are the charges for using my card in mexico",international_fees,train
is there a surcharge for using my card in mexico,international_fees,train
are there extra fees for using my card in mexico,international_fees,train
are there international transaction fees for using my chase card,international_fees,train
do i have to pay international transaction fees when i use my chase card,international_fees,train
what are my chase cards fees for international transactions,international_fees,train
how much are the international transaction fees for my chase card,international_fees,train
what are the international transaction fees for my chase card,international_fees,train
will i be charged if i use the card in germany,international_fees,train
will i be charged if i use the card in italy,international_fees,train
will i be charged if i use the card in france,international_fees,train
will i be charged if i use the card in australia,international_fees,train
will i be charged if i use the card in paris,international_fees,train
does my card charge if i use it in china,international_fees,train
is there a fee associated with use of my card in burkina faso,international_fees,train
is there a charge to use my card in japan,international_fees,train
"if i use my card in tahiti, will i be charged",international_fees,train
does my card charge a fee for use in indonesia,international_fees,train
is there any transaction fees on my citibank card if used in spain,international_fees,train
how much can i expect in transaction fees for using my visa in portugal,international_fees,train
can you tell me if i will have any transactions fees for using my discover card in turkey,international_fees,train
"i would like to know if there are any fees for using my capital one card in london, england",international_fees,train
are there any fees for using my amex in england,international_fees,train
are there any international transaction fees associated with my visa card,international_fees,train
does my amex card use international transaction fees,international_fees,train
will i receive a fee if i use my card in ireland,international_fees,train
if i use my card in mexico do i get an extra fee,international_fees,train
will i be charged extra for using my card in spain,international_fees,train
is there an extra fee for using my card in costa rica,international_fees,train
will my mastercard charge me a fee for international transactions,international_fees,train
will i get a fee for international transactions with my visa card,international_fees,train
do i get charged more for using my card in canada,international_fees,train
does my mastercard charge international transaction fees,international_fees,train
how much do you charge if i use my card in japan,international_fees,train
will i be charged for using my card in japan,international_fees,train
do i need to pay any fee if i use my card in japan,international_fees,train
do you charge me if i use my card in japan,international_fees,train
will you charge me if i use my card in japan,international_fees,train
show me the international transactions fees for the zenith card,international_fees,train
what are the international transactions fees for my industrial bank card,international_fees,train
are there many international transactions fees for the freedom card,international_fees,train
are there international transactions fees for rainbow card,international_fees,train
does the national card have international transactions fees and how much,international_fees,train
will i be charged if i use my card in dublin,international_fees,train
will i be charged if i use my card in detroit,international_fees,train
are there any transaction fees associated with my amex card if i am in the uk,international_fees,train
will i be charged if i use my card in mexico,international_fees,train
will i be charged if i use my card in canada,international_fees,train
will i be charged if i use my card in france,international_fees,train
are there any transaction fees associated with my amex card if i am in france,international_fees,train
are there any transaction fees associated with my amex card if i am in belgium,international_fees,train
tell me when my car last had its oil changed,last_maintenance,train
when did i last do maintenance on my car,last_maintenance,train
when did i last take my car in for maintenance,last_maintenance,train
can you find the date of my last oil change,last_maintenance,train
when did i last bring my car in to have it looked at,last_maintenance,train
find the date of the last oil swap for my car,last_maintenance,train
what was the date when i last had my car inspected,last_maintenance,train
how long's it been since my car was at autozone,last_maintenance,train
what's the amount of time since having my car given a once over by a mechanic,last_maintenance,train
when did i last have my vehicle checked on,last_maintenance,train
when did i last bring my car in to get looked over,last_maintenance,train
what date did i last take my car in,last_maintenance,train
how long's it been since i had my car serviced,last_maintenance,train
when was the last time i changed my oil,last_maintenance,train
when did i last have a mechanic check out my car,last_maintenance,train
when did i last service my car with an oil change,last_maintenance,train
what was the last time i had my car at the dealer for repairs,last_maintenance,train
when did i last have my car fixed,last_maintenance,train
what day did i last have a technician check out my vehicle,last_maintenance,train
when did i last have my vehicle serviced,last_maintenance,train
my car was looked at when,last_maintenance,train
let me know when my car was last looked at,last_maintenance,train
when did my car get looked at last,last_maintenance,train
tell me when someone looked at my car last,last_maintenance,train
what date did i have my oil changed last,last_maintenance,train
what day did i change my oil,last_maintenance,train
do you remember when i last changed my oil,last_maintenance,train
was my last oil change on wednesday,last_maintenance,train
when was the last time i had an oil change,last_maintenance,train
how long ago was my car last in the shop,last_maintenance,train
when was the last time i got my oil changed,last_maintenance,train
do you have a date for the last time the car was in the shop,last_maintenance,train
what date was my car last at the mechanics,last_maintenance,train
how long has it been since my oil was changed,last_maintenance,train
how long has it been since my car was in the shop,last_maintenance,train
when did i get my last oil change,last_maintenance,train
what date was my oil last changed,last_maintenance,train
do you remember my last oil change,last_maintenance,train
when was my car in the shop last,last_maintenance,train
when did i last have car maintenance,last_maintenance,train
when was my last maintenance on my car in the shop,last_maintenance,train
when was my car last repaired,last_maintenance,train
when did my oil last get changed,last_maintenance,train
when were my tires changed,last_maintenance,train
when was my car last worked on,last_maintenance,train
"i can't remember when my car last went to the shop, can you find out for me",last_maintenance,train
find out when my most recent oil change occurred,last_maintenance,train
check to see when my car was last in the shop,last_maintenance,train
when was my most recent oil change,last_maintenance,train
i need to know the date of my car's last visit to the shop please,last_maintenance,train
look up the date of my car's most recent visit to the shop,last_maintenance,train
i need to know when i last took my car in for a check up,last_maintenance,train
please tell me when the last time was that my car was in the shop,last_maintenance,train
look up the date of my last oil change,last_maintenance,train
i need you to look up the date of my car's last visit to the shop,last_maintenance,train
find out the last time i had my car checked,last_maintenance,train
do you know when my car was last looked at,last_maintenance,train
do you know when i last took my car in to the shop,last_maintenance,train
"i can't remember when my car was last serviced, can you find out for me",last_maintenance,train
find out how long it has been since my car was last in the shop,last_maintenance,train
please tell me the last time i took my car to the shop,last_maintenance,train
how long has it been since my car was last looked at,last_maintenance,train
tell me the date of my last car check up,last_maintenance,train
i need to know when my oil was last changed,last_maintenance,train
dates for my car in the shop,last_maintenance,train
last time car was in shop,last_maintenance,train
last incident of my car in the shop,last_maintenance,train
when was my car in the shop,last_maintenance,train
when did my car get serviced last,last_maintenance,train
how long has it been since my car was looked at,last_maintenance,train
how long ago did my car get looked at,last_maintenance,train
what was the date of my last auto appointment,last_maintenance,train
when was my last car service date,last_maintenance,train
when did i take to car to the auto shop,last_maintenance,train
when did i have my car looked at,last_maintenance,train
when did i last get my car tuned up,last_maintenance,train
when did i go to the mechanic,last_maintenance,train
when did i take my car to the mechanic,last_maintenance,train
do you know how long its been since i had my oil changed and a tune up,last_maintenance,train
when did last go to the auto repair shop,last_maintenance,train
i need to know when was the last time i had my car checked out for a tune up,last_maintenance,train
tell me the last time i had my car checked out at sam's repair shop,last_maintenance,train
when did i take my car to paul's auto last,last_maintenance,train
when was the last time my car was in the shop,last_maintenance,train
tell me when was car in shop,last_maintenance,train
so when was car in shop,last_maintenance,train
when was the car in the shop,last_maintenance,train
you need to tell me when was car in shop,last_maintenance,train
i need to know when i last carried my car to the shop,last_maintenance,train
what's the date on which my last oil change occurred,last_maintenance,train
what is the last date of service on my car,last_maintenance,train
can you remind me of when i last had an oil change,last_maintenance,train
please find the date of my last oil change,last_maintenance,train
"search and tell me when my most recent oil change happened, please",last_maintenance,train
when did i most recently have my car in the shop,last_maintenance,train
"i last took my car to the shop, when",last_maintenance,train
i need to know when it was that i last took my car to have the oil changed,last_maintenance,train
how long has it been since my car was last in the shop,last_maintenance,train
check my calendar for the date that my care was last serviced,last_maintenance,train
how long has it been since my last auto maintenance,last_maintenance,train
when is today's meeting with john,meeting_schedule,train
when is my meeting with dan scheduled for,meeting_schedule,train
when is the meeting with homer scheduled for,meeting_schedule,train
do i have any meetings with stan today,meeting_schedule,train
how many meetings do i have scheduled between 10 and 3,meeting_schedule,train
on what day is my meeting with dr lee,meeting_schedule,train
tell me how many meetings with pete i have for today,meeting_schedule,train
about how many meetings am i attending between 12 and 3 today,meeting_schedule,train
how many total meetings will i have between 2 and 5,meeting_schedule,train
can you tell me what time i am meeting with sarah today,meeting_schedule,train
when is that meeting with kara,meeting_schedule,train
do i have meetings from 1 to 4 today,meeting_schedule,train
do i have many meetings today between 2 and 4,meeting_schedule,train
what time is my meeting with steve,meeting_schedule,train
"for today only, how many meetings are with jake",meeting_schedule,train
do i have any meetings with mark today,meeting_schedule,train
when is my meeting with bob,meeting_schedule,train
tell me when my meeting is scheduled with roger,meeting_schedule,train
when am i gonna be meeting roger,meeting_schedule,train
do i have any meetings today between 5 and 6,meeting_schedule,train
do i have any meetings today between 2 and 3,meeting_schedule,train
do i have any meetings with ben today,meeting_schedule,train
do i have any meetings with roger today,meeting_schedule,train
do i have any meetings today between 8 and 9,meeting_schedule,train
when is my meeting with roger,meeting_schedule,train
i wanna know when my meeting is with dan,meeting_schedule,train
do i have any meetings with michael today,meeting_schedule,train
do i have any meetings with dave today,meeting_schedule,train
do i have any meetings today between 4 and 5,meeting_schedule,train
do i have any meetings today between 6 and 7,meeting_schedule,train
tell me the meeting schedule for the day,meeting_schedule,train
what is the meeting schedule today,meeting_schedule,train
tell me the meeting schdule please,meeting_schedule,train
what is my meeting schedule today,meeting_schedule,train
what is my meeting schedule like for the day,meeting_schedule,train
share my meeting schedule with me,meeting_schedule,train
do i have meetings scheduled today,meeting_schedule,train
what kind of meetings do i have today,meeting_schedule,train
what meetings do i have scheduled today,meeting_schedule,train
go over my meeting schedule with me please,meeting_schedule,train
do i have to be at any meetings today,meeting_schedule,train
any meetings on the schedule today,meeting_schedule,train
what meetings are on my schedule today,meeting_schedule,train
meetings today,meeting_schedule,train
what meetings are scheduled for today,meeting_schedule,train
does today's schedule include any meetings,meeting_schedule,train
are there any meetings on the calendar for today,meeting_schedule,train
do i have any meeting to go to today,meeting_schedule,train
what meetings do i have today,meeting_schedule,train
what meetings are on my calendar,meeting_schedule,train
when do i have meetings today,meeting_schedule,train
what's on my meeting schedule today,meeting_schedule,train
what times are my meetings,meeting_schedule,train
what are my meetings today,meeting_schedule,train
which meetings do i have today,meeting_schedule,train
are there any meetings i have today,meeting_schedule,train
bring up any mettings for today,meeting_schedule,train
when are my meetings today between noon and one,meeting_schedule,train
am i scheduled for any meetings between noon and one,meeting_schedule,train
how many meetings do i have today between noon and one,meeting_schedule,train
what meetings do i have today between noon and one,meeting_schedule,train
are there meetings schedules today between noon and one,meeting_schedule,train
do i have any meetings planned for today,meeting_schedule,train
are any meetings scheduled for today,meeting_schedule,train
do i have any meetings scheduled for today,meeting_schedule,train
are any meetings booked for today,meeting_schedule,train
what time i have to meet mr accountant,meeting_schedule,train
is mr ceo waiting me now,meeting_schedule,train
do i have to meet the dev squad to day,meeting_schedule,train
give me a run down of my meeting schedules for the day,meeting_schedule,train
let me know every meeting i have scheduled today,meeting_schedule,train
do you know if i have any meetings set up with travis today,meeting_schedule,train
do you see any meetings with john on my schedule today,meeting_schedule,train
check to see if i have any meetings with peter today,meeting_schedule,train
am i scheduled to meet with heather today,meeting_schedule,train
what meetings do i have on my agenda today,meeting_schedule,train
have i got any meetings today with sara,meeting_schedule,train
tell me what my day looks like today in terms of meetings,meeting_schedule,train
what scheduled meetings do i have today,meeting_schedule,train
are there any meetings on my calendar today,meeting_schedule,train
am i scheduled for any gatherings today,meeting_schedule,train
is the gang getting together this afternoon,meeting_schedule,train
do i have any meetings coming up today,meeting_schedule,train
please list my meetings for today,meeting_schedule,train
i need to know if i have any meetings scheduled for today,meeting_schedule,train
please list my meetings for today from 8:00 am to 2:00 pm,meeting_schedule,train
did i schedule any meetings for today,meeting_schedule,train
"tell me my scheduled meetings for today only, please",meeting_schedule,train
let me hear all meetings for today,meeting_schedule,train
do i have any meetings scheduled between 3 and 5 pm today,meeting_schedule,train
what meetings are on my schedule today between 1:00 pm and 4:00 pm,meeting_schedule,train
are there any meetings for today on my calendar,meeting_schedule,train
tell me today's scheduled conferences from noon on wards,meeting_schedule,train
is a meeting with ruth on my schedule today,meeting_schedule,train
what do i have going on between 9 and 10,meeting_schedule,train
do i meet with joan today,meeting_schedule,train
when's my meeting with richard,meeting_schedule,train
what meetings do i have today from 3 to 4,meeting_schedule,train
when is my meeting with john,meeting_schedule,train
what is on my schedule between 10:00 am and 11:00 am,meeting_schedule,train
what do you put in chicken noodle casserole,ingredients_list,train
what goes into chicken noodle casserole,ingredients_list,train
what do i need to make chicken noodle casserole,ingredients_list,train
how do you make chicken noodle casserole,ingredients_list,train
chicken noodle casserole is made from what,ingredients_list,train
tell me what ingredients i will need to make this meal,ingredients_list,train
what are the ingredients of spaghetti,ingredients_list,train
what ingredients are present in marshmallows,ingredients_list,train
tell me the ingredients in pizza,ingredients_list,train
what ingredients are found in hunan chicken,ingredients_list,train
i need to know the ingredients in a hamburger,ingredients_list,train
show me the ingredients that i need for ceviche,ingredients_list,train
do you have a list of ingredients that i'll need for blondies,ingredients_list,train
give me a list of ingredients needed for pizza dough,ingredients_list,train
tell me what ingredients i need for carne asada,ingredients_list,train
what ingredients are required for chicken noodle soup,ingredients_list,train
what ingredients are in salsa,ingredients_list,train
what ingredients are in cheese cake,ingredients_list,train
what ingredients are in sugar cookies,ingredients_list,train
what ingredients are in spinach dip,ingredients_list,train
what ingredients are in coffee cakes,ingredients_list,train
what ingredients do i need to make egg salad,ingredients_list,train
what would i need if i wanted to make chicken marsala,ingredients_list,train
what ingredients are in antipasto salad,ingredients_list,train
what do i need to make chicken salad,ingredients_list,train
what kind of stuff is in potato salad,ingredients_list,train
ingredients needed to make a mexican lasagna,ingredients_list,train
what are all of the ingredients for brownies from scratch,ingredients_list,train
how can i make my own doughnuts/what ingredients,ingredients_list,train
what stuff would i need to make tortellini,ingredients_list,train
what do i need to make a cake,ingredients_list,train
what all is in gumbo,ingredients_list,train
what ingredients do i need for gumbo,ingredients_list,train
which ingredients does gumbo have,ingredients_list,train
what are the ingredients in gumbo,ingredients_list,train
what is gumbo made of,ingredients_list,train
what ingredients do i need to bake a cake,ingredients_list,train
i want to cook a quick breakfast what ingredients do i need,ingredients_list,train
what ingredients are needed for shrimp cocktail,ingredients_list,train
i’m making spaghetti what ingredients do i need,ingredients_list,train
i want to make a meat stew what ingredients do i need,ingredients_list,train
what goes in broccoli cheddar soup,ingredients_list,train
show me the recipe for broccoli cheddar soup,ingredients_list,train
please list ingredients for broccoli cheddar soup,ingredients_list,train
what ingredients do i need to make broccoli cheddar soup,ingredients_list,train
"i am making broccoli cheddar soup, what ingredients do i need",ingredients_list,train
what ingredients do i need for philly cheesesteaks,ingredients_list,train
what do i need to cook chicken soup,ingredients_list,train
what do i need to get to make lasagne,ingredients_list,train
what should i buy to make burritos tonight,ingredients_list,train
what ingredients do i need for tacos,ingredients_list,train
what are the ingredients to make shepherd's pie,ingredients_list,train
what do i need to buy to make a spaghetti,ingredients_list,train
what do i need to make spaghetti,ingredients_list,train
what is the ingredient list for an omelette,ingredients_list,train
what do i need if i want to make lasagna,ingredients_list,train
what do i need to make a cajun chili,ingredients_list,train
what goes into a strawberry smoothie,ingredients_list,train
what should i grab to make a german chocolate cake,ingredients_list,train
what do you put in chili,ingredients_list,train
what do you need to make pancakes,ingredients_list,train
what stuff do you dump in an omelette,ingredients_list,train
what do you use when you make a chef's salad,ingredients_list,train
what do you purchase to put in a shepherd's pie,ingredients_list,train
what do you put in a tibetan omelette,ingredients_list,train
what do you mix to make a chocolate cake,ingredients_list,train
what does subway use to make a cold cut combo,ingredients_list,train
what do you need to make general tsao's chicken,ingredients_list,train
what do you put in avocado dip,ingredients_list,train
what ingredients are in sushi,ingredients_list,train
what does it take to make buttermilk pancakes,ingredients_list,train
what do i need to buy to make pierogi,ingredients_list,train
what do i need to get to put into homemade tortillas,ingredients_list,train
what food items do you put in english breakfast,ingredients_list,train
what foods do i buy to put into a korean dinner,ingredients_list,train
what do you need to make dandelion wine properly,ingredients_list,train
what ingredients are in cake,ingredients_list,train
what ingredients are in tortillas,ingredients_list,train
what ingredients are in mashed potatoes,ingredients_list,train
what ingredients are in dough,ingredients_list,train
what ingredients are in chips,ingredients_list,train
the ingredients in pizza are what,ingredients_list,train
list the ingredients in pizza,ingredients_list,train
which ingredients are in pizza,ingredients_list,train
pizza has which ingredients,ingredients_list,train
the ingredients in pizza are which ones,ingredients_list,train
what ingredients do i need to make salmon salad,ingredients_list,train
what ingredients go in spaghetti,ingredients_list,train
what ingredients do i need to make pizza,ingredients_list,train
what ingredients do i need to make pancakes,ingredients_list,train
what ingredients do i need to make potato skins,ingredients_list,train
what ingredients go in mashed potato,ingredients_list,train
what ingredients go in potato skins,ingredients_list,train
what ingredients do i need to make spaghetti,ingredients_list,train
what ingredients go in a milky way,ingredients_list,train
what ingredients go in pizza,ingredients_list,train
what ingredients are necessary for a steak,ingredients_list,train
"in making an omelette, what ingredients do i need",ingredients_list,train
"in terms of making scrambled eggs, what ingredients do i need",ingredients_list,train
what ingredients do i need for chicken breast,ingredients_list,train
i'm afraid this charge on my account is fraud,report_fraud,train
i think there's fraud on my account,report_fraud,train
i think i have fraud on my account from walmart,report_fraud,train
there's been some fraudulent activity on my card,report_fraud,train
i'm pretty sure this charge from sam's club is fraudulent,report_fraud,train
i'm pretty sure this charge is fraudulent,report_fraud,train
i need to report some fraudulent card activity,report_fraud,train
there are some questionable charges on my card,report_fraud,train
i think there's a fraudulent transaction on my account,report_fraud,train
there's a shady charge from comcast on my account,report_fraud,train
my account has a fraudulent transaction i think,report_fraud,train
can you help me with some fraudulent charges on my card,report_fraud,train
i think i've been the victim of fraud,report_fraud,train
i'd like to report a fraudulent charge from people's natural gas,report_fraud,train
this costco charge looks fraudulent,report_fraud,train
there's fraudulent transaction going on,report_fraud,train
i may have a fraudulent transaction,report_fraud,train
i suspect some suspicious activity,report_fraud,train
there seems to be fraudulent activity,report_fraud,train
i suspect fraudulent transaction,report_fraud,train
i need to report fraudulent activity on my card,report_fraud,train
i'm reporting fraudelent activity on my card,report_fraud,train
there has been fraudulent activity on my card and i need to report it,report_fraud,train
i need to make a report due to fraudulent activity on my card,report_fraud,train
due to fraudulent activity on my card i need to make a report,report_fraud,train
how do i report a fraudulent charge on my visa,report_fraud,train
how do i report fraud on my discover card,report_fraud,train
how do i let visa know about a charge i didn't make,report_fraud,train
help me tell visa about fraud on my account,report_fraud,train
how do i tell mastercard about a fraudulent charge,report_fraud,train
i have activity on my bank of america card i don't recognize,report_fraud,train
i think a thief used my card,report_fraud,train
i have suspicious charges on my discovery card,report_fraud,train
i believe there's fraud on my card,report_fraud,train
i need to report fraudulent activity on my mastercard,report_fraud,train
i think someone's using my visa card without my permission,report_fraud,train
i have transactions on my card that aren't mine,report_fraud,train
my card has purchases i don't recognize,report_fraud,train
someone misused my card and put fraudulent transactions on it,report_fraud,train
i have charges on my amex card i didn't make,report_fraud,train
"""disable my card account and contact company to report fraudulent activty",report_fraud,train
"""i need to report fraudulent activity to my card company",report_fraud,train
"""please contact my credit card company to report fraudulent activity on",report_fraud,train
it looks like someone made an unauthorized amazon purchase on my account,report_fraud,train
i think my chase account has been compromised and fraud committed,report_fraud,train
i may have had fraud committed on my account,report_fraud,train
i'm thinking someone may have used my card in a fraudulent way,report_fraud,train
there is a fraudulent charge for paypal on my bank account,report_fraud,train
i think the charge for uber on my account is fraudulent,report_fraud,train
looks like someone made an unauthorized charge to nike on my account,report_fraud,train
i think someone stole my card and used it,report_fraud,train
i think someone made an illegal charge to my card,report_fraud,train
my account is showing a charge to venmo that i did not make,report_fraud,train
i gotta report fraudulent activity on my credit card,report_fraud,train
so i made a fraudulent transaction,report_fraud,train
i have a fraudulent transaction from wal mart on my account right now,report_fraud,train
turns out i made a fraudulent transaction,report_fraud,train
report fraudulent activity on my debit card,report_fraud,train
i made a fraudulent transaction,report_fraud,train
i have a fraudulent transaction from wal mart showing on my account,report_fraud,train
i think i made a fraudulent transaction,report_fraud,train
i have a fraudulent transaction from wal mart on my account,report_fraud,train
i must report fraudulent activity on my debit,report_fraud,train
i have a fraudulent transaction from red robin on my account,report_fraud,train
report fraudulent activity on my credit card now,report_fraud,train
i have a fraudulent transaction from fry's on my account,report_fraud,train
i got to report fraudulent activity on my credit card,report_fraud,train
i'm afraid there is a false transaction on my account,report_fraud,train
i have detected fraudulent activity on my account,report_fraud,train
i see a fraudulent transaction from netflix on my account,report_fraud,train
i spotted a fraudulent transaction from microsoft on my account,report_fraud,train
i see a suspicious transaction in my account history,report_fraud,train
it seems someone conducted a fraudulent transaction on my account,report_fraud,train
i need help investigating a suspicious transaction,report_fraud,train
i need to report a fraudulent transaction from postmates on my account,report_fraud,train
help me figure out where this fraudulent transaction from google came from on my account,report_fraud,train
can you help me deal with this fraudulent transaction from verizon on my account,report_fraud,train
i believe there are fraudulent charges on my card how can i report them,report_fraud,train
i didn't make these purchases on my card; these are fraudulent charges i need to report them,report_fraud,train
how can i report fraudulent charges on my card,report_fraud,train
it seems that there's fraudulent activity on my card i'd like to file a report,report_fraud,train
i want to report fraudulent activity on my card,report_fraud,train
send information about suspicious credit card activity,report_fraud,train
please report information about activity on my credit card,report_fraud,train
send fraudulent activity information,report_fraud,train
please file a fraud report,report_fraud,train
report fraud on my card,report_fraud,train
"i want to report fraudulent activity on my visa card, please",report_fraud,train
"i need to report fraudulent activity on my visa card, please",report_fraud,train
i want to report fraudulent activity on my amex card,report_fraud,train
i want to report fraudulent activity on my visa card,report_fraud,train
"i want to report fraudulent activity on my amex card, please",report_fraud,train
i believe that there is some fraudulent activity on my capital one account,report_fraud,train
there is an unauthorized transaction on my bank of america checking,report_fraud,train
i see a purchase on my chase checking that i did not make,report_fraud,train
what steps do i take if there is a transaction that i do not recognize on my navy federal credit union account,report_fraud,train
i need to talk to someone about a transaction that was not made by me on my chase account,report_fraud,train
can you report credit card fraud for me,report_fraud,train
discover card reporting fraud,report_fraud,train
i need to know how to report fraud on my discover card,report_fraud,train
how many centimeters are in an inch,measurement_conversion,train
whats 5 feet in inches,measurement_conversion,train
what's 32 degrees fahrenheit in celsisus,measurement_conversion,train
what amount of millimeters are in 50 kilometers,measurement_conversion,train
how many crows are in 10 murders,measurement_conversion,train
what amount of miles are in a hundred kilometers,measurement_conversion,train
how many weeks are in 3 months,measurement_conversion,train
how many meters are in 50 feet,measurement_conversion,train
what's 8 ounces in cups,measurement_conversion,train
how many kilos are in 150 pounds,measurement_conversion,train
how do you convert pounds to grams,measurement_conversion,train
how many kilos are in 10 pounds,measurement_conversion,train
"what is 15 ounces in grams, please",measurement_conversion,train
"what is 20 ounces in grams, please",measurement_conversion,train
"what is 10 ounces in grams, please",measurement_conversion,train
how do you convert ounces to pounds,measurement_conversion,train
how many kilos are in 25 pounds,measurement_conversion,train
what is 10 ounces in grams,measurement_conversion,train
how many kilos are in 20 pounds,measurement_conversion,train
how do you convert ounces to grams,measurement_conversion,train
how many kilos are in 100 pounds,measurement_conversion,train
how do you convert pounds to kilos,measurement_conversion,train
what is 15 ounces in grams,measurement_conversion,train
how do you convert ounces to kilos,measurement_conversion,train
how many inches and centimeters would i need if i had 10 feet of something,measurement_conversion,train
what's 10 inches in centimeters and millimeters,measurement_conversion,train
how many tablespoons and teaspoons is one cup,measurement_conversion,train
how much is 10kg in pounds and ounces,measurement_conversion,train
how many liters are in 500 gallons,measurement_conversion,train
what's 12 feet in meters,measurement_conversion,train
what is 22 meters in inches,measurement_conversion,train
12 feet is equal to how many inches,measurement_conversion,train
how many pints are in 22 gallons,measurement_conversion,train
how do you convert pounds to kilograms,measurement_conversion,train
how do you convert milliliters to ounces,measurement_conversion,train
how do you convert millimeters to decimeters,measurement_conversion,train
how do you convert inches to centimeters,measurement_conversion,train
how do you convert miles to kilometers,measurement_conversion,train
what would four inches be in centimeters,measurement_conversion,train
"if i have four inches, how many centimeters is that",measurement_conversion,train
how many centimeters are in 4 inches,measurement_conversion,train
how do i convert four inches into centimeters,measurement_conversion,train
what are four inches in centimeters,measurement_conversion,train
tell me the conversion between tablespoons and cups,measurement_conversion,train
i need to know the conversion between tablespoons and teaspoons,measurement_conversion,train
what would be the conversion between tablespoons and teaspoons,measurement_conversion,train
what is the conversion between tablespoons and cups,measurement_conversion,train
help me to understand the conversion between tablespoons and teaspoons,measurement_conversion,train
tell me how to convert grams into ounces,measurement_conversion,train
i need to know how to convert liters into pints,measurement_conversion,train
help me convert feet into miles,measurement_conversion,train
how do i change pounds into kilograms,measurement_conversion,train
what is the proper way to convert centimeters into inches,measurement_conversion,train
how do i convert tablespoons to cups,measurement_conversion,train
how many ounces are in a cup,measurement_conversion,train
how many teaspoons are in a half a cup,measurement_conversion,train
how many tablespoons are in three cups,measurement_conversion,train
how many pints are in four cups,measurement_conversion,train
how many quarts are in a gallon,measurement_conversion,train
i wanna know how many teaspoons are in a tablespoon,measurement_conversion,train
how many cups make a gallon,measurement_conversion,train
how many tablespoons are in a cup,measurement_conversion,train
what is the conversion for pints to quarts,measurement_conversion,train
tell me what ten pounds in kilos is,measurement_conversion,train
what would five pounds be in kilos,measurement_conversion,train
i need to know how many cups are in a two gallons,measurement_conversion,train
tell me how many teaspoons are in two cups,measurement_conversion,train
how many miles is five kilometers,measurement_conversion,train
please convert 2 inches into meters for me,measurement_conversion,train
how many meters are in 2 inches,measurement_conversion,train
what's the conversion from inches to centimeters,measurement_conversion,train
can you convert 2 inches into meters,measurement_conversion,train
how many centimeters are one inch,measurement_conversion,train
how do i convert inches and centimeters,measurement_conversion,train
what is 2 inches in meters,measurement_conversion,train
convert 2 inches to meters,measurement_conversion,train
convert inches to centimeters,measurement_conversion,train
how many cups in a quart,measurement_conversion,train
is there an easy way to change feet into inches,measurement_conversion,train
how many cups are in 4 quarts,measurement_conversion,train
how many feet are in 50 yards,measurement_conversion,train
how many ounces in a gallon,measurement_conversion,train
can you convert millimeters to centimeters,measurement_conversion,train
how many teaspoons in a cup,measurement_conversion,train
convert inch to cm,measurement_conversion,train
how many inches are in 5 feet,measurement_conversion,train
convert cm to inch,measurement_conversion,train
how can i change centimeters into inches,measurement_conversion,train
how can i change inches into meters,measurement_conversion,train
how many centimeters are in 5 yards,measurement_conversion,train
how do you convert feet to inches,measurement_conversion,train
how many meters are in 10 millimeters,measurement_conversion,train
how can you convert miles to kilometers,measurement_conversion,train
how would i go about converting inches to yards,measurement_conversion,train
how would you convert yards to inches,measurement_conversion,train
how are yards converted to inches,measurement_conversion,train
how do i change inches to centimeters,measurement_conversion,train
what is inches in centimeters,measurement_conversion,train
i need to know the difference between inches and centimeters,measurement_conversion,train
what is the conversion of inches to centimeters,measurement_conversion,train
